PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
09wu8,r3N2k/1b1p1p1p/p2Bp1p1/1p2P3/3Q1b2/1P4qP/P3B1PN/2R2RK1 w - - 1 27,d4f4 g3g2,884,81,90,113,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/PdEUKMD6#52,
09wxt,4r3/kp5p/5Rp1/8/4n3/2P5/PP3PPP/5K2 w - - 1 25,f6f7 e4d2 f1g1 e8e1,800,83,91,891,backRankMate endgame mate mateIn2 short,https://lichess.org/4n48XnAA#48,
09xHu,1r3rk1/p1p1qpp1/4p2p/4P3/2PPQ2n/7P/P1B2PP1/1R2R1K1 b - - 2 21,b8b1 e4h7,979,84,94,1370,mate mateIn1 middlegame oneMove,https://lichess.org/PXpE4hbB/black#41,
09xRv,6k1/6pp/Q3pp2/3p3q/2pP1P2/2P2NP1/Pr6/4R1K1 b - - 2 33,h5f3 a6e6 g8h8 e6c8,1467,77,93,1584,backRankMate endgame mate mateIn2 short,https://lichess.org/pi3IVHZt/black#65,
09xyt,6k1/p5p1/1p4rp/3p4/5p2/P1P4r/1P3qP1/3QN1RK w - - 0 37,g2h3 f2g1,489,85,84,273,endgame mate mateIn1 oneMove,https://lichess.org/7CngblaT#72,
09y40,k2r4/ppQ2p2/2R5/1N1p4/1K1Pq3/P3P1P1/1Pr5/8 b - - 7 30,c2c6 c7d8 c6c8 d8c8,873,95,91,697,endgame hangingPiece mate mateIn2 short,https://lichess.org/8zXFkJ6s/black#59,
09yXo,r2q1k2/pp3pp1/2n2n2/3p1NQ1/8/1B1P3P/PPP5/4R1K1 b - - 2 27,g7g6 g5h6 f8g8 h6g7,1099,82,92,600,mate mateIn2 middlegame short,https://lichess.org/JNvaLy75/black#53,
09yll,r3r1k1/pp3ppp/4q3/3R2b1/2pP2n1/2N2Q1P/PPP2PP1/R5K1 w - - 0 17,d5g5 e6e1 a1e1 e8e1,689,99,76,115,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/554ynFGg#32,Sicilian_Defense Sicilian_Defense_Old_Sicilian
09zDs,6k1/5ppb/7p/2p5/1p3p2/4rB1P/1Pr3P1/3R1K2 b - - 1 35,c2b2 d1d8 e3e8 d8e8,578,100,86,472,backRankMate endgame mate mateIn2 short,https://lichess.org/e000aLyu/black#69,
09zJ3,r1b1k3/pppp1ppr/2n5/6q1/2P5/5P2/PPQ1PP2/RN2KB2 w Qq - 0 11,c2h7 g5c1,875,77,96,197,mate mateIn1 middlegame oneMove,https://lichess.org/fQUb64WB#20,Indian_Defense Indian_Defense_Budapest_Defense
09zTO,r1b2Rk1/ppq2pp1/4p2b/8/7Q/8/B1P1N1PP/3R3K b - - 0 24,g8f8 d1d8 c7d8 h4d8,864,77,89,582,mate mateIn2 middlegame short,https://lichess.org/qvr1C0JV/black#47,
09zax,2krR3/Qpp2pp1/3b4/1Pn4q/2Pp3n/P5B1/3N1P1P/4R1K1 b - - 8 23,d8e8 a7a8 c8d7 a8e8,1576,75,99,782,mate mateIn2 middlegame queensideAttack short,https://lichess.org/v5szTz0w/black#45,
09zhU,r2qk2r/pp4p1/2p1p2p/2b5/Q3p3/8/PPP2PPP/R1B1R1K1 w kq - 0 14,e1e4 d8d1 e4e1 d1e1,581,86,100,118,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/lsryQM2z#26,Italian_Game Italian_Game_Scotch_Gambit
0A0Fp,4r1k1/1bp2rpp/p2p1q2/2p1n3/5P2/1P4N1/PBP3PP/R2QR1K1 w - - 1 21,f4e5 f6f2 g1h1 f2g2,1456,74,91,1435,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/z6EM4mOy#40,
0A0cS,2r3k1/R4ppp/4p3/2BpP1N1/2b5/3p4/5PPP/4K3 b - - 0 30,c8c5 a7a8 c5c8 a8c8,996,87,89,62,endgame mate mateIn2 short,https://lichess.org/rfzqGrLX/black#59,
0A1VX,5rk1/4Qp2/3p1b1p/6pP/pPq5/P3RPK1/6P1/8 w - - 0 34,e7f6 c4h4,1072,79,89,2608,endgame master masterVsMaster mate mateIn1 oneMove,https://lichess.org/tie5IXIv#66,
0A1bX,r1bq1rk1/pp2bpp1/2p1pn2/6N1/2pP4/2N1P3/PPQ2P1P/2KR1B1R b - - 0 12,f6d5 c2h7,1031,78,81,89,master mate mateIn1 oneMove opening,https://lichess.org/XMj5LdGp/black#23,Semi-Slav_Defense Semi-Slav_Defense_Other_variations
0A1gp,r3R1k1/1p3p2/1K4p1/p2p1q1p/2PB4/7P/PP3P2/4R3 b - - 1 27,a8e8 e1e8 g8h7 e8h8,543,92,100,403,endgame mate mateIn2 short,https://lichess.org/xnm1VkRi/black#53,
0A2ae,2r2rk1/p1p3pp/4p3/4R3/3P2Q1/8/q4PPP/2R3K1 w - - 0 22,e5e6 a2f2 g1h1 f2f1 c1f1 f8f1,958,145,57,12,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/7szXFf77#42,
0A3aI,8/8/1R6/2p3pk/8/2P2K1P/p5P1/6r1 b - - 3 57,a2a1q g2g4 g1g4 h3g4 h5h4 b6h6,1048,81,88,207,endgame long mate mateIn3 queenRookEndgame,https://lichess.org/h1SJqZgO/black#113,
0A3fE,2r3k1/pp5p/4N1p1/4N3/4r3/8/PP3PPP/4R1K1 w - - 3 29,e1e4 c8c1 e4e1 c1e1,611,97,78,86,backRankMate endgame mate mateIn2 short,https://lichess.org/9yizGv1d#56,
0A3un,6k1/bpp2ppp/3p3r/p2Nr3/2P3Qq/1P2P2P/P4PP1/R4RK1 b - - 0 18,e5g5 g4c8,952,113,100,32,backRankMate mate mateIn1 middlegame oneMove,https://lichess.org/SXHlOtjY/black#35,Indian_Defense Indian_Defense_Budapest_Defense
0A4J8,6k1/1p3n1p/2b1N1p1/8/p2R3q/1P6/P1P5/1K3R2 b - - 1 36,h4h3 d4d8 c6e8 d8e8,757,80,98,931,endgame mate mateIn2 short,https://lichess.org/vYQf2Ex3/black#71,
0A4KZ,r7/pppb3k/3p3p/3Pp3/4N2p/3PP2q/PP2NPQ1/6K1 b - - 0 36,a8g8 e4f6 h7h8 g2g8,1318,76,99,2498,endgame fork mate mateIn2 short,https://lichess.org/Qxg6uC4O/black#71,
0A4lu,r1b5/ppp1qk1p/5n1Q/3p1p2/8/2NP3P/PPn2PP1/R1B2K1R w - - 0 18,a1b1 e7e1,757,87,95,351,mate mateIn1 middlegame oneMove,https://lichess.org/IbqMwwgq#34,Latvian_Gambit Latvian_Gambit_Fraser_Defense
0A5Xm,5rk1/1pQ3pp/8/p7/1p1N1K2/1P2P1P1/5PBP/3q4 w - - 5 32,f4g5 h7h6 g5h4 g7g5 h4h3 d1h5,1161,75,64,115,endgame long mate mateIn3,https://lichess.org/J9OBdoRP#62,
0A5s6,5rk1/p1p2ppp/1rB2q2/3p4/3Pb3/2Q1P3/PP3PPP/R4RK1 w - - 1 17,c6a4 f6f3 g2f3 b6g6 g1h1 e4f3,2215,80,84,390,clearance intermezzo kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/7AyYWJxD#32,Queens_Gambit_Declined Queens_Gambit_Declined_Marshall_Defense
0A5xv,r5k1/2q1rppp/1R6/B1p5/4P3/P2B1PP1/2P3K1/1R6 b - - 7 38,a8a5 b6b8 c7b8 b1b8 e7e8 b8e8,556,100,86,296,backRankMate endgame long mate mateIn3,https://lichess.org/uXbvvSZy/black#75,
0A5yl,7k/1r5p/5K2/2R5/3p4/p3p3/8/8 b - - 0 51,a3a2 c5c8,995,84,87,115,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/IFw1kXDs/black#101,
0A66w,6k1/p2n1pp1/3N1b1p/2pP1Q2/1r6/3B3P/5PPK/q7 b - - 4 29,a1d1 f5h7 g8f8 h7h8 f8e7 d6c8,1787,75,88,118,long mate mateIn3 middlegame,https://lichess.org/BjPUwiW7/black#57,
0A688,8/5rkp/pR2Qp2/6p1/8/6P1/P4qPP/4N2K w - - 2 31,b6b3 f2f1,1238,76,65,163,endgame mate mateIn1 oneMove,https://lichess.org/3W2HMpVd#60,
0A6Mf,8/4R1k1/6p1/2p2p1p/2rb1N1P/5PK1/6P1/8 b - - 1 41,g7f6 f4d5,1495,87,65,377,endgame mate mateIn1 oneMove,https://lichess.org/DczsEu7P/black#81,
0A6WJ,3b2k1/6pp/2p5/p3N3/3B4/1r1P4/4RPPP/6K1 w - - 0 32,e5c6 b3b1 e2e1 b1e1,506,94,87,728,backRankMate endgame mate mateIn2 short,https://lichess.org/QCsi94LJ#62,
0A6xj,2kr3r/ppp5/7q/3pPp2/1b1n4/2NB2P1/PP2Q2P/2R1K2R w K - 0 18,e2f2 h6c1,911,79,99,1009,hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/SV7WBuRw#34,Kings_Pawn_Game Kings_Pawn_Game_MacLeod_Attack
0A72Q,4rrk1/p4p2/1b2b2p/6q1/4BRp1/2PP3P/PP1NQ1P1/5R1K w - - 1 25,h3g4 g5h4,847,76,78,336,mate mateIn1 middlegame oneMove,https://lichess.org/nZ0CcUvm#48,
0A797,r7/8/4R3/5P2/8/5kPK/7P/8 w - - 3 45,f5f6 a8h8,886,108,95,541,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/YPGkzPbN#88,
0A7Mm,3r1r2/2p2kpp/1p6/pBbbPp2/P4P2/2P1p1P1/2P4P/R1B1R2K w - - 2 21,h1g1 e3e2 c1e3 c5e3,929,94,67,44,advancedPawn discoveredAttack kingsideAttack mate mateIn2 middlegame short,https://lichess.org/RQe5YI1l#40,
0A87O,8/5p2/5p1p/3N4/3p2qP/2b1k3/8/1Q3K2 b - - 14 60,e3f3 b1d3,1493,80,72,160,endgame mate mateIn1 oneMove,https://lichess.org/cs2zxhmm/black#119,
0A8Dd,r3R1k1/pp3ppp/1qn5/5b2/1Pp2p2/2Pp1B2/P1Q2PPP/4R1K1 b - - 1 23,a8e8 e1e8,726,100,78,266,backRankMate mate mateIn1 middlegame oneMove,https://lichess.org/DRA4RVSC/black#45,
0A8Zz,r2qk2r/pbp1bpQp/1p3n2/4Np2/8/4B3/PPPN2PP/R4RK1 b kq - 0 14,h8g8 g7f7,1100,82,78,154,attackingF2F7 mate mateIn1 middlegame oneMove,https://lichess.org/1IMoioNO/black#27,French_Defense French_Defense_Alapin_Gambit
0A8nk,2k5/p1pn4/3p2p1/PQP1r3/1P6/6RK/4r3/8 w - - 1 44,a5a6 e5h5 h3g4 d7e5 g4f4 h5f5,1734,171,-100,6,endgame exposedKing long mate mateIn3,https://lichess.org/NmhvPK9M#86,
0A993,1R6/r1P5/8/8/6P1/1P2Ppk1/8/5K2 w - - 0 55,c7c8q a7a1 c8c1 a1c1,928,204,-60,6,endgame mate mateIn2 queenRookEndgame short,https://lichess.org/q1TOoY6K#108,
0A9UP,6k1/p2pp2p/b1p3p1/6N1/2P4Q/4q3/2K5/r4R2 b - - 8 31,a1f1 h4h7 g8f8 h7h8,1361,76,86,920,endgame mate mateIn2 short,https://lichess.org/g1bfVxfT/black#61,
0A9Wa,2k1r3/pp1R2Rp/8/8/2r5/8/6PP/5K2 w - - 0 30,d7b7 c4f4 f1g1 e8e1,1489,74,98,7617,endgame mate mateIn2 rookEndgame short,https://lichess.org/STlPmu9e#58,
0A9Zd,Qnk4r/3r3q/1B1pbn1b/1P2P3/2P3p1/6P1/3NK1BP/R6R b - - 0 24,d6e5 a8b8 c8b8 a1a8,1774,74,92,2280,attraction mate mateIn2 middlegame queensideAttack sacrifice short,https://lichess.org/f5bYCUXS/black#47,
0A9zT,1Q6/p1Rbk3/4p3/P4pp1/3Pp3/KP1n3P/2N2P2/3q4 w - - 18 40,b8h8 d1c1 a3a2 c1b2,1363,74,96,21035,endgame mate mateIn2 short,https://lichess.org/Uswrvza2#78,
0AA4E,r3kb1r/pppb1ppp/2n2n2/1B6/Qq1P1B2/8/PP2NPPP/RN2R1K1 w kq - 15 13,b5c6 b4e1,846,77,88,670,hangingPiece kingsideAttack mate mateIn1 oneMove opening,https://lichess.org/3TOuRyra#24,French_Defense French_Defense_Exchange_Variation
0AAbl,rn3r1k/2p3pp/p3B3/1p6/4q3/4N1PK/PP5P/R2Q1R2 b - - 0 22,f8f1 d1d8 f1f8 d8f8,1272,77,64,211,mate mateIn2 middlegame short,https://lichess.org/aPfHNnI1/black#43,
0ABBc,4r1k1/pp2qppp/8/8/1nPr2Q1/N7/PP3PPP/R4K1R w - - 0 16,g4d4 e7e2 f1g1 e2e1 a1e1 e8e1,1316,76,93,1568,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/89tQSISF#30,Kings_Pawn_Game Kings_Pawn_Game_MacLeod_Attack
0ABS1,2r3k1/1p2qpp1/1b2pB1p/p7/2r5/P2Q4/1PBR1PPP/3R2K1 b - - 0 23,e7f6 d3h7 g8f8 h7h8 f8e7 d2d7,1903,75,95,11800,kingsideAttack long mate mateIn3 middlegame,https://lichess.org/WXejBTN9/black#45,
0ABXA,2r2rk1/pQ1b4/4p2p/4q1pN/2Pn4/P2BpP2/6PP/R3R1K1 b - - 0 21,d7c6 b7h7,1748,88,60,176290,mate mateIn1 middlegame oneMove,https://lichess.org/IZNWxu97/black#41,
0ABk4,8/6p1/8/2R1n3/4k2p/2P4P/P1P1r1PK/2B5 w - - 5 33,c1g5 e5f3 h2h1 e2e1,1611,75,89,1994,endgame mate mateIn2 pin short,https://lichess.org/nrRHWmOp#64,
0ACBx,r4r1k/pb1q1pBP/1p6/3pnp2/3p4/2P2P2/P2QN1P1/R3K2R b KQ - 0 22,h8g7 d2h6 g7h8 h6f6,1866,78,94,8206,master mate mateIn2 middlegame short,https://lichess.org/QxAOPHRG/black#43,
0ACMH,5Q2/3P3k/6p1/7p/7r/6qP/6P1/6RK w - - 7 50,d7d8q h4h3 g2h3 g3h3,997,75,85,264,endgame mate mateIn2 sacrifice short,https://lichess.org/pFcoPVVu#98,
0ACQC,8/kp3Q2/p7/6P1/2p1P3/P2qn3/KP6/1R6 w - - 0 47,f7c7 d3b3 a2a1 e3c2,1086,75,81,551,endgame mate mateIn2 short,https://lichess.org/PT9cBW22#92,
0ACeu,2b2r1k/p1p3pp/2Q5/3B4/8/P7/6PP/R4q1K w - - 2 24,a1f1 f8f1,408,101,93,479,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/ufsmRvLh#46,
0AD8V,r6k/1p4p1/p4r1p/2pQ4/P7/5P2/1PP1q2P/R2R2K1 w - - 0 21,d5b7 f6g6 g1h1 e2g2,1562,74,78,108,endgame mate mateIn2 short,https://lichess.org/Brw5UTkY#40,
0ADBw,8/5pk1/8/6rp/8/PR3P1K/3R2P1/2r5 w - - 0 41,d2a2 c1h1,742,90,95,872,endgame master mate mateIn1 oneMove rookEndgame,https://lichess.org/xDK6WHbt#80,
0ADKj,r1b4R/1p2N2k/p3p2q/8/7Q/6P1/PPP4P/6K1 b - - 2 40,h7h8 h4h6,834,94,91,276,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/THK0JSsa/black#79,
0ADUD,5rk1/pR3ppp/1p1Q1n2/3p4/8/4P3/3q1PPP/R1r3K1 w - - 6 30,a1c1 d2c1,573,103,78,140,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/X8ZdSLLX#58,
0ADUs,7r/3kqp2/p7/1pb1p3/2P1P3/P2B4/1P1B2PP/5Q1K w - - 1 30,c4b5 h8h2 h1h2 e7h4,1448,91,84,26,attraction endgame mate mateIn2 sacrifice short,https://lichess.org/o9AOqqP3#58,
0ADaf,2r1r1k1/pp4p1/5p2/8/1P1N3p/N1Bb1K1P/PP3PP1/R6R w - - 2 26,d4f5 d3e2 f3f4 g7g5,1894,78,82,230,mate mateIn2 middlegame short,https://lichess.org/WfDN2nrK#50,
0ADxz,2r2k2/r1p3b1/4R1K1/3P4/8/p7/R7/8 b - - 1 41,c8e8 a2f2 g7f6 f2f6 f8g8 e6e8,1268,75,93,3823,deflection endgame exposedKing long mate mateIn3,https://lichess.org/APmPS8Ji/black#81,
0AEXb,2R5/5pkp/3r2p1/8/P3p3/8/1R2pPPP/6K1 w - - 1 35,c8c1 d6d1 c1d1 e2d1q,660,109,85,30,advancedPawn backRankMate endgame mate mateIn2 promotion rookEndgame short,https://lichess.org/bQT3il3e#68,
0AEy1,5r2/6k1/2n1ppP1/1pPp3K/pP6/P1bN2R1/8/5R2 w - - 2 49,d3f4 f8h8 h5g4 c6e5,1908,76,81,412,endgame mate mateIn2 short,https://lichess.org/CE73rAG8#96,
0AFf5,1r2kb1r/1p2q2p/p1p3p1/1P1pBp2/P1P5/1Q1P1B2/3P1PPP/RN2R1K1 w k - 1 18,e5b8 e7e1,568,96,69,172,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/EDkbgrpS#34,Polish_Opening Polish_Opening_Other_variations
0AG3S,5r1k/1R5p/5B2/p3pN2/3p4/2b4P/5PPK/8 b - - 0 35,f8f6 b7b8 f6f8 b8f8,860,76,84,376,endgame mate mateIn2 short,https://lichess.org/3qE1buRO/black#69,
0AG5m,5rk1/2p3pp/Q3b3/4p3/P7/2P1q2P/4B1P1/R2R1K2 w - - 0 26,e2f3 f8f3 g2f3 e6h3,1874,77,92,103,deflection mate mateIn2 middlegame short,https://lichess.org/Ysx7g1Ic#50,
0AGuG,8/6pk/p6p/1p6/8/2Pq1P2/PP2r1PP/K2R4 w - - 0 38,d1d3 e2e1 d3d1 e1d1,400,94,100,300,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/N8sItbVv#74,
0AGua,r1r3k1/p1p3pp/2R1R3/3p4/3P1n2/2P1Q3/2q2PPP/2B3K1 w - - 3 29,e3f4 c2d1 e6e1 d1e1,1600,114,82,12,mate mateIn2 middlegame short,https://lichess.org/HYwuhPhP#56,
0AH5m,3r3b/p6p/1p3p1P/5n1k/6R1/2r1BPP1/P5K1/4R3 b - - 1 33,c3e3 e1h1 f5h4 h1h4,1471,75,96,20686,endgame master mate mateIn2 short,https://lichess.org/Mze6VHaE/black#65,
0AHXx,r3R1k1/pbp2rBp/8/2p5/3Q1P2/1P6/P1q3PP/4R2K b - - 2 26,a8e8 e1e8 f7f8 e8f8,857,98,95,436,mate mateIn2 middlegame short,https://lichess.org/QQ3GtmCB/black#51,
0AHtW,r1b2rk1/p2p1ppp/2p3q1/1p2Pn2/2Bb1P2/2NP4/PP2Q1PP/R1B2R1K w - - 0 14,c4b3 f5g3 h2g3 g6h6 e2h5 h6h5,1649,85,64,33,kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/BoM91113#26,Italian_Game Italian_Game_Blackburne-Kostic_Gambit
0AINm,1bR1n1k1/1p3pp1/p2qr2p/3pnB2/8/P3PN1P/1P1BQPP1/5RK1 w - - 1 21,f5e6 e5f3 g1h1 d6h2,1718,74,91,1776,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/YhsKK1ol#40,
0AIOd,2r3k1/2p3pp/1q1p4/8/2b2Q2/7P/1P3RP1/7K b - - 3 39,d6d5 f4f7 g8h8 f7f8 c8f8 f2f8,981,76,95,2190,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/6m3s4rF5/black#77,
0AIV3,r4rk1/1ppb1pp1/p1n1p2p/3nP2q/3PQ3/P1BB1N2/1P3PPP/R4RK1 b - - 2 18,d5c3 e4h7,765,92,83,95,mate mateIn1 middlegame oneMove,https://lichess.org/fmibdV7r/black#35,Queens_Gambit_Declined Queens_Gambit_Declined_Ragozin_Defense
0AIaM,2kr3r/1p2bppp/p1n5/2pN4/2b1PB2/2N2P2/1PP3PP/2KR3R b - - 3 16,h8e8 d5b6,1038,75,100,188,mate mateIn1 middlegame oneMove,https://lichess.org/z8L4HGXc/black#31,Ruy_Lopez Ruy_Lopez_Exchange
0AImD,8/8/8/8/2P2R2/2k5/P6r/1K6 w - - 5 57,f4g4 h2h1 g4g1 h1g1,994,90,94,981,endgame mate mateIn2 rookEndgame short,https://lichess.org/SRYGHwTI#112,
0AIoD,r2q1rk1/pp3ppp/4pn2/3p4/3P4/2PQ1NP1/PP3PP1/R3K2R b KQ - 0 13,f6g4 d3h7,750,100,93,566,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/Uz54sVHH/black#25,Queens_Pawn_Game Queens_Pawn_Game_Steinitz_Countergambit
0AJ1B,6k1/pp3pp1/3p3P/2p4P/2Pb1P2/qP6/P1QR3N/1K2r3 w - - 0 33,d2d1 e1d1 c2d1 a3b2,1076,75,99,2322,endgame mate mateIn2 queensideAttack short,https://lichess.org/ZTaYKkEW#64,
0AJ7R,r2q2k1/1p1n1pp1/p2pr1n1/3Np2Q/2P5/7R/PP3PPP/R5K1 b - - 1 21,g8f8 h5h8 g6h8 h3h8,658,105,81,363,mate mateIn2 middlegame sacrifice short,https://lichess.org/GSlu5Bxz/black#41,
0AJSs,r2qkbnr/p1p2ppp/4p3/1p1P4/2p1P3/5B2/PP2KPPP/RNQ1R3 w kq - 0 11,d5e6 d8d3,949,79,99,1329,mate mateIn1 middlegame oneMove,https://lichess.org/hfLLRuI8#20,Queens_Gambit_Accepted Queens_Gambit_Accepted_Central_Variation
0AJb3,2kr2r1/7p/1p3p2/2b1p2p/4q3/8/PPP2PPP/R1B1R1K1 w - - 0 22,e1e4 d8d1 e4e1 d1e1,508,96,97,886,endgame mate mateIn2 short,https://lichess.org/bjeGvvky#42,
0AJj3,2r3k1/1Rp3pp/5p2/1Q6/2nP4/2P1qPB1/6PP/6K1 w - - 1 28,g3f2 e3c1 f2e1 c1e1,959,76,98,1965,endgame mate mateIn2 short,https://lichess.org/GJHIE2kU#54,
0AJy9,r4b2/8/1R3p2/2kRp1pp/2N1P3/P6b/1K6/8 b - - 5 34,c5c4 b6c6 f8c5 c6c5,1339,75,93,736,endgame mate mateIn2 short,https://lichess.org/BkPK2ZbL/black#67,
0AKET,r4rk1/p4Rpp/1p2p3/4P3/4bQ2/3q4/P5PP/5R1K b - - 0 20,f8f7 f4f7 g8h8 f7f8 a8f8 f1f8,535,81,100,208,backRankMate endgame long mate mateIn3,https://lichess.org/0I6F1IY7/black#39,
0AKEk,7k/4Qp1p/3p1p2/4pP2/4P3/2N1q3/PPP4P/1K4rR w - - 1 25,h1g1 e3g1 c3d1 g1d1,833,89,87,78,endgame mate mateIn2 short,https://lichess.org/32xF7oPG#48,
0AKWD,r4r1k/2p3p1/p1n4p/1p1Qb3/4B3/2P5/Pq5P/R3RN1K w - - 0 21,d5c6 f8f1 e1f1 b2h2,1633,75,92,4939,mate mateIn2 middlegame short,https://lichess.org/7d45BrrM#40,
0AKjC,r2qk2r/ppp1bp1p/5npB/4Q3/2B1P1b1/8/PPP2PPP/RN2K2R w KQkq - 3 10,h6g7 d8d1,788,86,76,79,mate mateIn1 oneMove opening,https://lichess.org/14tsSY8t#18,Philidor_Defense Philidor_Defense_Hanham_Variation
0AKwW,8/2k5/5p2/p2R4/1p5P/1Pp5/P1P5/1K4r1 w - - 2 44,d5d1 g1d1,466,102,91,1462,endgame hangingPiece mate mateIn1 oneMove rookEndgame,https://lichess.org/BulKZKVG#86,
0AL5H,r4rk1/p4ppp/1p1q4/3p2N1/8/1P1Q4/P4PPP/3R2K1 b - - 0 23,a8d8 d3h7,889,91,95,281,endgame mate mateIn1 oneMove,https://lichess.org/I1IuylVp/black#45,
0ALBX,2N5/8/8/1pk5/K1p5/2P1n3/PP6/8 w - - 0 47,a4a3 e3c2,691,82,83,142,endgame knightEndgame mate mateIn1 oneMove,https://lichess.org/VvifqfgL#92,
0ALEX,5Rrk/1R6/1p1r4/7p/4P3/8/7P/7K w - - 6 30,f8f5 d6d1 f5f1 d1f1,590,90,88,1096,endgame mate mateIn2 rookEndgame short,https://lichess.org/pqpXfrwT#58,
0ALNW,1r6/5pkR/1r1pb1p1/p2p2P1/B2P4/2P2P2/1P6/1K5R b - - 3 30,g7g8 h7h8 g8g7 h1h7,1053,77,90,145,endgame mate mateIn2 short,https://lichess.org/vDsst6lK/black#59,
0ALUW,r3k2r/pp1nqpp1/2p1p3/8/1b1PQB1P/8/PPP5/2KR1B1R b kq - 0 18,e8c8 e4c6 b7c6 f1a6,1825,77,87,2831,bodenMate mate mateIn2 middlegame queensideAttack sacrifice short,https://lichess.org/qlIC64I0/black#35,Rapport-Jobava_System Rapport-Jobava_System_Other_variations
0AMC8,3r2k1/5pbp/4p1p1/3rP3/pppNR3/7P/PPP2PP1/1K2R3 w - - 4 25,d4c6 d5d1 e1d1 d8d1,599,95,74,334,backRankMate endgame mate mateIn2 short,https://lichess.org/BIoSLhcP#48,
0AMJw,6k1/2q2pp1/pp3n1p/7r/2pR1Q2/P4P2/1PB3P1/6K1 b - - 1 29,c7f4 d4d8 f6e8 d8e8,733,79,98,761,endgame mate mateIn2 short,https://lichess.org/9kzVQjIh/black#57,
0AMQW,8/p3rkp1/6p1/3p4/5bQ1/1P3q2/P5RK/4R3 w - - 0 36,h2h1 e7e1,802,77,83,284,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/4gGiXFSF#70,
0AMdw,r3qrk1/ppp2pp1/2n1b2p/3RP3/4Q3/b1PBB2P/5PP1/1K4NR b - - 3 18,e6d5 e4h7,1078,161,81,27,mate mateIn1 middlegame oneMove,https://lichess.org/JHDz02rN/black#35,English_Opening English_Opening_Agincourt_Defense
0AMfY,5rk1/p1p2ppp/8/1p2P3/Qb6/P2qP3/1P3PPP/R1B3K1 w - - 0 18,a4b4 d3d1 b4e1 d1e1,691,95,82,377,endgame kingsideAttack mate mateIn2 short,https://lichess.org/HeHD4rGH#34,Nimzo-Indian_Defense Nimzo-Indian_Defense_Normal_Variation
0AMgE,2r2rk1/ppqnbppp/2p1p3/3n2N1/P2P4/5B2/1PQ2PPP/2BRR1K1 b - - 8 18,d7b6 c2h7,941,105,82,18,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/PWgnxKZD/black#35,Scandinavian_Defense Scandinavian_Defense_Modern_Variation
0AMoI,1k5Q/pppr1p2/8/2Pp2p1/8/6P1/P1P1KPP1/1r6 b - - 1 30,d7d8 h8d8,556,112,82,170,endgame hangingPiece mate mateIn1 oneMove queenRookEndgame,https://lichess.org/ODwhAN3K/black#59,
0AMtQ,5r1k/pb3Npp/1p2Q3/5pq1/3P4/P3P3/1P3PPP/5RK1 b - - 2 22,f8f7 e6e8 f7f8 e8f8,1030,80,78,94,endgame fork mate mateIn2 short,https://lichess.org/37hQYeXj/black#43,
0AN1z,2k2r2/ppp1P2Q/6p1/3n4/3P1r2/8/P5PP/3RRq1K w - - 3 29,e1f1 f4f1 d1f1 f8f1,734,88,68,49,backRankMate endgame mate mateIn2 short,https://lichess.org/Cv3AEWti#56,
0AN39,rn2k2r/pq2n1pp/1p1QPp2/2B1p3/2P5/2P5/P4PPP/1R2R1K1 b kq - 0 17,b7c6 d6e7,962,85,91,40,mate mateIn1 middlegame oneMove,https://lichess.org/uRKHAtzm/black#33,French_Defense French_Defense_Normal_Variation
0AN5M,r6k/6p1/p1p1R3/7p/1PP1p2q/PQN1P1p1/1B4P1/3R2K1 w - - 0 26,g1f1 h4h1 f1e2 h1g2 e2e1 g2f2,1235,75,84,879,deflection long mate mateIn3 middlegame,https://lichess.org/yLEMqKPi#50,
0ANLa,8/5pk1/6p1/2pR3p/5b2/1B6/1rP1RPP1/6K1 w - - 4 40,d5c5 b2b1 e2e1 b1e1,845,89,84,314,endgame mate mateIn2 short,https://lichess.org/KKZulZkd#78,
